Property_ID,Location,Type,Price,Bedrooms,Bathrooms,Size_sqft,Year_Built,Sold,Date_Added,Agent_ID,Parking_Spaces,HOA_Fees,Lot_Size_acres,Energy_Rating,Days_on_Market
P-7672,Davisfurt,Condo,967804,3,1,1300,2003,0,2023-03-16,fa7ab9ae,5,25.3,4.55,1,76
P-7673,New Moniquehaven,Apartment,979521,4,3,3025,1910,1,2024-06-29,d383ce26,3,432.51,0.97,1,85
P-7674,North Reginald,House,418855,2,1,4693,1992,1,2023-07-14,b2374385,4,95.93,4.53,1,114
P-7675,South Thomas,Apartment,613285,3,1,4131,1913,0,2022-05-06,3ba9c4d7,1,249.1,2.07,5,119
P-7676,West Elizabeth,Condo,370960,4,4,814,1952,0,2024-11-17,c1f2c1db,0,244.95,3.48,4,463
P-7677,West Andre,House,383194,4,2,3930,1946,0,2024-05-25,bee8040b,2,299.88,2.78,3,171
P-7678,Abbottside,Condo,520694,1,4,4519,1902,0,2024-03-05,5f2184da,2,171.82,3.89,4,552
P-7679,North Teresa,House,766565,2,1,1745,1967,1,2023-05-13,ffa1110c,2,478.91,4.43,5,10
P-7680,Michaelbury,Apartment,120773,4,3,1987,1900,1,2022-03-05,7bb1a6bb,1,404.22,4.3,4,437
P-7681,Michaelville,House,342919,4,1,2799,1928,1,2022-12-24,563c4031,5,235.97,4.26,1,675
P-7682,Lake Jeremiah,Condo,683019,3,2,4007,2002,1,2022-04-27,ccf0b142,1,447.58,1.96,3,371
P-7683,Hintonmouth,Apartment,560076,5,4,2802,2008,1,2024-10-01,04e4a9d8,5,169.24,0.28,3,285
P-7684,Cameronshire,Condo,840865,4,4,2215,2010,0,2022-01-08,ae90d8e4,2,425.69,0.59,4,516
P-7685,Fletchershire,Condo,83697,3,3,4471,2001,1,2022-10-13,001d39ef,2,102.04,1.04,2,183
P-7686,Port Danielbury,House,612868,1,2,1340,1932,0,2023-07-24,43579cac,5,334.98,0.71,1,315
P-7687,Greenburgh,House,380498,4,2,4400,1949,1,2022-08-11,bdfad484,1,107.67,0.35,1,617
P-7688,New Christopher,House,223192,2,2,3886,1956,1,2022-08-16,dbb9e148,4,271.91,3.89,4,551
P-7689,Mooreland,Apartment,325816,2,2,4373,1910,0,2022-07-30,13d11820,4,154.24,1.91,3,316
P-7690,Danielberg,Apartment,309591,3,1,2988,1900,1,2024-04-07,303237f4,2,130.08,0.54,3,78
P-7691,Lake Jenny,House,567885,1,4,2534,1941,0,2022-11-13,d6c9248b,4,460.72,2.02,3,558
P-7692,Nelsonfurt,Apartment,602072,3,3,2091,1979,1,2022-09-26,272c7c04,1,161.9,0.14,5,163
P-7693,New Samuelside,Condo,615252,1,2,3115,2019,1,2024-07-24,0cd3f133,2,278.19,4.69,4,205
P-7694,Port Brittany,House,609617,1,2,2435,1902,1,2024-05-27,fff34614,2,419.4,3.75,1,94
P-7695,South Jackborough,House,413795,5,3,2329,1984,1,2023-12-02,069c808a,5,212.65,1.46,1,436
P-7696,West Veronicafort,Apartment,897323,2,2,1482,1997,0,2023-10-04,98c1027d,1,127.3,3.69,1,683
P-7697,Andrewmouth,Condo,457869,3,4,1803,1911,1,2024-08-06,ac2faa8b,5,223.04,1.06,4,287
P-7698,West Sandra,House,650815,1,4,1704,1943,0,2022-06-25,a7916ec6,4,345.4,3.04,1,528
P-7699,Shelbyview,Condo,331037,4,2,1966,1987,0,2021-11-23,1f2a6fd0,5,337.92,4.51,1,512
P-7700,West Charlesmouth,Apartment,364433,4,4,3935,1934,0,2023-11-09,826f3c21,4,264.43,3.99,1,691
P-7701,Jonesberg,Condo,569206,2,3,1848,1940,1,2022-03-01,a3ea907c,3,233.74,1.19,4,632
P-7702,Jillfurt,Condo,417413,4,2,1632,1965,1,2022-05-02,778334df,0,236.67,3.95,3,374
P-7703,Port Jeffreyside,Condo,92621,2,1,2471,1990,1,2022-10-11,9e37328d,3,299.13,2.48,3,479
P-7704,New Tonifort,Apartment,756445,2,2,2597,1947,0,2021-12-09,79272db5,0,174.89,1.13,3,615
P-7705,New Christinahaven,Condo,197114,3,4,2014,1968,1,2022-05-11,a21348ce,0,427.57,2.87,4,271
P-7706,North Hannahshire,House,598248,5,3,4615,2019,0,2022-10-28,6b889953,3,427.78,4.5,5,225
P-7707,New Joseph,House,817587,4,1,4644,1917,0,2022-04-14,c1864341,1,146.69,0.96,4,367
P-7708,West Nathaniel,Condo,610212,3,4,904,1986,1,2022-02-03,2d83881c,5,381.24,0.22,1,338
P-7709,South Samantha,Condo,376506,2,3,3621,1976,0,2022-02-16,23c59c79,5,441.98,0.68,4,307
P-7710,Michaelborough,Condo,315793,5,4,4100,1959,0,2023-10-07,c27f627d,0,38.7,0.75,5,494
P-7711,East Paulborough,Condo,982424,2,2,4101,1932,1,2023-06-21,f471a10d,3,426.38,2.86,3,726
P-7712,North Destinyview,House,517286,2,1,4277,1991,0,2022-05-30,2b0a381a,0,375.37,1.91,5,466
P-7713,Shelbytown,House,94772,5,1,4577,1940,1,2022-07-08,1365e488,0,174.35,0.27,4,335
P-7714,Mcdowellberg,Condo,854360,3,4,2895,1958,0,2022-02-25,799e46fb,3,158.38,0.77,4,653
P-7715,Leonstad,Apartment,230428,1,1,1930,1915,0,2022-02-06,b99fe0d9,5,33.99,3.97,2,94
P-7716,Lake Kevinport,House,297609,3,4,2129,1902,1,2023-09-29,b8bd15a7,4,68.57,1.52,4,266
P-7717,Garciatown,Apartment,1007902,3,2,3775,1906,1,2023-03-27,a48b6d16,0,362.31,3.24,1,430
P-7718,Rollinsstad,House,214457,4,1,4629,1906,0,2022-08-01,bb9fbe6c,2,475.52,1.76,5,638
P-7719,Villarrealshire,Condo,666581,2,1,2428,1999,1,2022-05-11,7c7176ce,1,167.1,1.18,4,161
P-7720,North Jeffrey,House,508526,2,3,656,1994,1,2023-05-26,6bbaa5ef,1,150.91,4.19,5,672
P-7721,South Stephanie,House,1048124,2,3,4637,1907,0,2022-10-21,881beead,4,474.66,3.86,4,230
P-7722,Sandrastad,Apartment,916690,1,1,797,1988,1,2023-03-01,e0cce3b7,3,97,1.62,4,209
P-7723,North Brian,House,878258,1,3,4842,1989,1,2024-02-22,1b6c2af4,5,450.3,0.97,4,631
P-7724,Port Josephbury,Apartment,982496,4,2,1062,1905,0,2023-08-08,873ce39e,1,56.22,2.99,5,611
P-7725,North Johntown,House,340693,4,3,718,1900,1,2021-11-28,1f8dbf92,4,409.91,0.75,1,619
P-7726,Douglasfurt,House,1008474,2,2,1135,1966,0,2022-07-04,20823a6e,3,219.46,1.36,3,655
P-7727,North Nicolechester,House,629109,3,4,2325,1965,0,2024-01-09,e83db655,4,310.76,2.12,2,326
P-7728,South Carrieview,Condo,794971,1,3,624,2003,1,2022-04-22,48e01a10,4,448.52,1.83,1,635
P-7729,Ramosbury,House,969860,3,1,3992,1984,0,2024-10-05,2df613b7,3,94.19,0.33,4,605
P-7730,New Nathanport,Condo,90307,2,2,4157,1930,1,2022-06-08,db83c1ac,0,483.94,0.73,3,477
P-7731,Grahamchester,Apartment,874030,5,3,2925,1978,1,2022-01-05,d7b430b8,5,459.56,3.28,2,330
P-7732,North Janice,Apartment,255622,1,1,3020,1932,0,2024-05-10,39528bb7,0,260.45,4.14,5,22
P-7733,West Adriana,Condo,945979,4,1,2458,1949,1,2021-12-18,1d558d76,5,200.66,1.21,5,124
P-7734,East Markmouth,House,1006045,4,2,1009,1935,0,2024-03-05,6035d771,2,239.99,0.87,1,178
P-7735,New Jonathanstad,Condo,434980,1,4,3792,1939,0,2024-10-13,4f241b57,1,373.02,2.99,3,295
P-7736,North Michael,Apartment,264343,1,2,4330,1953,0,2022-05-29,6122d0b8,2,170.86,2.25,2,62
P-7737,West James,Apartment,443885,1,1,2772,1998,0,2024-06-11,86c0130b,0,202.91,0.83,2,515
P-7738,East Williamhaven,Condo,652818,5,1,3255,2021,0,2022-11-29,a2dac726,4,186.61,4.13,1,234
P-7739,Raymondbury,Condo,430621,5,2,2825,1964,1,2024-07-24,4b48f949,0,113.91,2.16,4,159
P-7740,South Dianatown,House,754306,3,1,770,1947,1,2021-12-23,cafa7c1d,4,248.29,1.4,3,161
P-7741,Fuentesside,Apartment,938039,4,1,3539,1932,0,2022-11-27,48c53159,3,166,2.95,2,499
P-7742,East Christinabury,Apartment,366324,2,2,2745,1952,0,2024-05-09,d88eb17b,3,218.79,4.91,3,394
P-7743,Loriborough,Apartment,587418,4,4,3510,1927,1,2022-07-16,d280d9f0,5,212.15,3.04,5,36
P-7744,Patrickland,House,307398,2,2,3651,1984,0,2023-12-20,8e3a73f7,0,499.97,4.48,1,206
P-7745,New Taylorville,Condo,605668,3,2,3650,1913,1,2023-12-01,51cfa09b,3,441.15,3.4,3,99
P-7746,New Hollyport,House,897429,5,1,2728,1970,0,2024-10-04,3c0d3b02,2,220.12,3.5,1,438
P-7747,Lake Rebecca,Condo,130184,4,3,1790,1971,1,2023-05-24,467b89b6,4,469.01,0.97,4,339
P-7748,Lewisshire,House,334908,1,3,2127,1953,1,2022-04-25,1629ed68,5,167.73,1.19,1,281
P-7749,Dawnview,House,486294,2,1,702,1969,0,2023-12-10,3fef85fb,1,134.73,1.36,2,488
P-7750,Lake Jerry,House,928526,1,3,4540,1915,1,2023-05-06,21e1c0eb,1,179.54,2.99,1,319
P-7751,Jenniferton,Apartment,585006,3,4,1835,1999,0,2022-04-02,cf96905f,1,376.11,4.79,2,85
P-7752,Williamsmouth,Condo,329410,2,4,1516,1913,0,2024-09-08,3afc41d3,5,315.31,3.44,4,78
P-7753,Parkshire,House,337167,3,3,2543,1974,1,2023-07-31,4eb0e9c4,0,105.97,4.8,2,240
P-7754,North Justinbury,Apartment,757885,4,3,3340,1997,0,2022-02-03,9554aaf4,5,205.3,3.01,2,167
P-7755,Port Kimberly,Condo,358203,3,2,4176,1951,0,2024-10-05,033dafd4,1,312.14,3.58,4,452
P-7756,Heathfurt,House,655949,2,2,639,1997,1,2024-08-22,432f12d5,2,291.08,3.8,2,101
P-7757,Hortonfort,House,841948,4,2,2837,1919,0,2023-02-16,749e3f15,1,413,3.9,5,66
P-7758,East Sarahtown,House,693374,1,4,2948,1968,0,2023-03-11,923cc8d1,3,90.68,4,2,375
P-7759,Richardberg,House,264345,4,3,4762,1931,1,2022-08-21,652645da,2,82.9,2.32,5,283
P-7760,Louisfurt,Condo,899401,3,4,2764,1937,0,2023-03-30,5a96be57,5,241.37,2.61,4,267
P-7761,Jacobberg,Apartment,344122,5,3,4272,1998,0,2024-05-17,33672b00,4,47.52,2.26,5,247
P-7762,New Brianland,House,799797,4,3,4882,1976,0,2024-07-07,d6cb1cfd,3,202.61,0.34,2,662
P-7763,North Justin,House,283687,4,1,4568,2013,1,2022-10-09,8e8eb661,4,65.15,4.19,4,77
P-7764,New Tracyfort,House,740346,2,3,2936,1908,1,2024-01-02,23622ad8,4,283.67,1.78,2,132
P-7765,New Riley,Condo,769630,4,4,1295,1957,0,2024-08-31,9190585b,5,146.6,3.53,4,534
P-7766,South Amber,House,420532,3,4,4403,1906,0,2022-06-30,40f5700a,3,283.05,2.48,4,98
P-7767,North Hailey,Apartment,109140,2,3,523,1981,1,2023-04-08,e07466f3,1,286.81,3.79,3,439
P-7768,Kevintown,Apartment,730536,5,3,4284,2002,1,2024-06-25,7713231,1,119.08,0.28,3,39
P-7769,Rossstad,House,396217,4,4,3867,1900,1,2024-10-20,91e02662,4,459.13,0.99,5,608
P-7770,West Ronnieshire,Apartment,560120,3,1,4187,1992,0,2023-10-07,761b5d23,5,401.21,4.82,4,551
P-7771,Millerfort,Apartment,1049463,2,2,4650,1920,1,2023-05-26,00e0eab7,0,74.92,0.84,4,152
P-7772,West Danielle,Apartment,146001,5,2,1719,1953,0,2024-06-21,644eb6e2,3,447.07,3.71,3,678
P-7773,Kendraville,Apartment,278386,1,2,912,2020,1,2024-10-16,d107acaf,0,322.29,3.73,4,444
P-7774,South Keith,Condo,899449,2,1,2778,1963,0,2023-02-11,a8d61897,2,201.09,3.33,2,587
P-7775,West Stephaniechester,House,839635,5,4,4343,2020,1,2023-04-23,048952bb,1,384.13,0.9,3,590
P-7776,New Jeromefurt,House,186521,4,2,3850,2010,0,2022-04-20,62d729e3,1,257.28,0.92,2,126
P-7777,Port Donna,Condo,572526,2,2,4045,2008,0,2023-01-27,a37a9f87,4,495.15,1.36,3,724
P-7778,Smithberg,Condo,966193,3,2,4821,1996,0,2023-09-19,1a92c53b,1,451.42,1.99,2,659
P-7779,Conwaystad,House,180865,2,4,970,1937,1,2022-05-29,e38300a3,5,131.58,4.49,5,150
P-7780,Martinhaven,Condo,90433,5,2,3596,1908,0,2022-06-28,70104300,1,499.4,0.92,1,123
P-7781,Lake Laura,Condo,886720,3,3,1785,1992,1,2024-08-22,e2aa1b90,4,20.55,1.73,5,386
P-7782,Markmouth,Condo,418789,4,2,1222,1964,0,2021-12-21,c551b992,1,40.69,2.09,3,654
P-7783,Colemanberg,House,988647,3,1,4312,1949,0,2024-02-11,b7eb88d6,4,296.57,3.01,4,15
P-7784,Alexanderville,House,115771,5,2,1960,1932,1,2024-03-20,cdd23510,2,434.95,3.6,5,155
P-7785,Guyville,House,460498,4,3,4399,1935,0,2023-08-13,a8535854,3,341.9,3.82,5,542
P-7786,East Sandrahaven,Condo,118642,1,3,838,1923,0,2023-08-08,e9dce6b9,5,61.39,0.78,3,89
P-7787,Lake Nicole,House,510436,4,1,4996,1937,1,2024-08-21,b74a34bb,2,496.68,4.01,4,604
P-7788,Francochester,House,88581,1,4,4201,1901,0,2024-10-21,0e07a2e1,1,273.85,1.13,2,16
P-7789,Brownshire,Condo,315276,3,4,710,1980,0,2022-04-25,dae1cd39,1,13.17,4.9,2,18
P-7790,Port Dylanland,Apartment,724849,1,3,4087,1902,0,2022-02-21,99468719,3,474.46,3.68,4,86
P-7791,Moorefort,Apartment,382172,1,1,4489,1977,0,2023-12-17,6e57f90f,0,238.8,0.71,4,633
P-7792,Lake Samantha,Condo,346074,2,1,731,1947,0,2023-03-23,bc8c6f07,3,30.75,3.66,4,125
P-7793,Hollandshire,House,446527,4,1,520,1988,1,2023-01-09,04a49f8c,4,192.39,1.03,2,409
P-7794,Lawrencemouth,Condo,497755,2,3,1822,1984,0,2024-04-06,30be4107,4,334.21,0.78,1,610
P-7795,North Jessicafurt,House,426746,5,1,736,1949,0,2021-12-31,b5561547,1,384.07,0.35,1,514
P-7796,East Michael,Condo,367484,2,2,4852,1936,0,2024-08-26,f3efed47,3,32.86,1.73,4,227
P-7797,South Benjaminmouth,House,547809,2,4,3512,1978,0,2024-07-17,39ac7745,4,14.66,3.03,1,282
P-7798,Ericfurt,Apartment,700712,3,2,2366,1973,1,2024-08-07,23830fa3,0,199.83,3.16,5,22
P-7799,West Josephtown,Condo,172788,2,2,3811,2018,1,2024-11-15,6e3e4a6a,1,490.5,3.16,4,572
P-7800,Lake Travis,Condo,591348,2,3,4131,1958,0,2022-09-01,fa30dfd7,5,167.82,3.43,2,467
P-7801,East Jeffrey,House,847063,3,4,967,1910,1,2023-06-12,8d41dc65,3,363.82,2.1,1,541
P-7802,East Austinstad,Apartment,685419,3,3,4906,1931,0,2022-07-18,2f59eddf,1,302.65,2.74,3,330
P-7803,Annashire,Apartment,758829,5,3,4624,1963,1,2024-06-25,e7030cf5,0,90.67,4.97,1,292
P-7804,North Cody,House,325872,3,3,2755,2019,0,2024-10-28,50ad3b63,5,419.66,3.99,5,494
P-7805,Bookerville,Condo,1012373,3,3,2482,1996,0,2024-09-11,60081290,0,137.4,3.78,3,194
P-7806,Phillipsbury,Condo,774066,5,2,1026,1907,0,2024-06-17,9a725534,1,433.97,1.34,4,130
P-7807,Port Sherryborough,Condo,868052,3,3,3701,1915,1,2022-07-10,5dd137ba,1,287.12,4.74,2,586
P-7808,Lake Karenberg,Condo,506354,2,2,3655,2019,0,2023-12-02,1093b81d,5,69.7,2.86,5,614
P-7809,West Deniseberg,Condo,807153,5,2,3377,1952,1,2022-02-05,88ff17cd,0,431.46,3.58,1,497
P-7810,New Dale,Condo,75218,3,1,4812,1907,0,2022-11-06,49994ba7,2,102.63,4.49,3,398
P-7811,Lake Richardberg,Apartment,564586,1,2,3400,2002,1,2022-08-22,ae8ca32a,1,122.5,4.87,5,548
P-7812,New Mitchell,House,392578,3,4,4221,1909,0,2023-04-10,f00dd62b,2,58.47,4.46,1,703
P-7813,Williamsshire,Apartment,306282,3,4,3913,1957,1,2023-08-08,9626472,3,381.79,3.56,5,575
P-7814,Hillchester,Apartment,281935,2,4,4927,1910,0,2024-02-21,fd3fb291,3,315.19,0.38,1,14
P-7815,New Colinview,House,347279,5,3,3498,1931,1,2022-03-11,7b8a746a,2,282.49,0.64,2,73
P-7816,New David,House,1052440,3,3,4191,2012,0,2021-12-27,292cf7e5,1,393.31,2.3,2,472
P-7817,South Stacey,House,461733,3,1,3819,2009,1,2024-08-12,ec8b65e0,4,224.54,0.15,4,314
P-7818,Calderonside,House,113994,4,3,2144,1979,0,2022-06-21,2310de3b,4,15.73,0.68,5,124
P-7819,Lake Ryanshire,House,1021906,4,3,1496,2022,0,2024-08-20,270fb1d8,1,455.59,2.08,3,717
P-7820,Port Elizabethbury,Condo,380037,1,2,1458,1981,1,2023-01-25,979b2764,3,301.74,4.51,5,236
P-7821,Smithburgh,Condo,444323,1,2,1276,2002,1,2024-01-12,dca02871,0,102.98,4.48,2,83
P-7822,Lake Carolyn,House,573816,1,3,4139,1967,1,2022-07-10,dacfb63a,5,482.8,4.46,1,471
P-7823,North Cynthia,House,662224,4,3,2746,1937,0,2022-07-03,1701ff95,5,313.88,1.44,5,363
P-7824,Jacksonfurt,Condo,830329,1,3,3666,1986,0,2023-07-30,059396ab,0,392.45,0.92,5,408
P-7825,Christopherview,Condo,727900,3,1,1873,2020,0,2024-11-03,b915bafa,2,487.96,1.79,4,207
P-7826,West Patrick,Apartment,139006,3,3,3109,1942,0,2023-01-21,802b4451,1,47.52,0.18,2,584
P-7827,Dennisville,House,75814,5,4,4374,1967,1,2022-06-07,4eaa8b8e,0,48.24,2.24,2,459
P-7828,Lake Juliemouth,Apartment,560203,4,1,2324,1940,0,2023-01-09,e35ef51e,4,346.64,3.38,1,132
P-7829,Port Henry,House,414166,3,1,2515,1996,1,2023-08-09,2e2ca182,4,31.88,1.27,3,357
P-7830,Thomasville,House,1014068,4,1,532,1979,0,2023-03-17,10e7c28c,1,32.32,4.91,4,64
P-7831,Alexanderton,Apartment,825317,3,1,3818,1905,0,2024-11-13,33098c85,5,194.32,3.1,2,582
P-7832,Munozmouth,Apartment,802653,1,1,2213,2002,1,2023-03-08,3a142640,1,458.15,3.32,3,287
P-7833,Nelsonbury,Condo,1032434,3,1,3331,1981,0,2022-04-17,43fe9043,3,429.9,1.83,5,371
P-7834,West Jacqueline,Condo,919131,4,1,4350,1937,1,2023-09-28,96cb2a59,5,7,1.84,1,42
P-7835,East Aprilchester,Condo,928888,3,4,4255,1981,0,2023-07-20,6de0c637,2,299.16,4.59,1,66
P-7836,Tracyberg,House,615322,3,1,2238,1934,0,2022-07-26,342ed0ff,5,150.96,2.06,1,24
P-7837,Shawnton,Apartment,154010,1,2,520,1996,0,2024-06-20,aba47632,4,440.75,3.23,4,447
P-7838,Gregoryland,Condo,507331,5,3,3065,1983,1,2022-05-12,c38b0676,1,493.44,1.74,1,180
P-7839,Port Eric,Condo,1013882,3,2,4993,1931,1,2024-01-08,a0f1bb18,0,375.91,3.74,1,88
P-7840,Christineport,Apartment,400385,3,3,4063,2006,0,2023-01-24,f72f9001,3,227.8,0.48,3,297
P-7841,North Corey,Apartment,647371,1,4,4164,1957,0,2024-05-07,d2341d1d,2,312.37,2.93,4,403
P-7842,West Barbaraborough,Condo,605052,2,1,3400,1957,1,2022-05-11,94a85190,0,419.64,4.76,2,702
P-7843,Lake Amandachester,Condo,862860,5,2,1177,2017,0,2022-06-03,0d2d206b,5,31,1.86,4,228
P-7844,South William,Condo,672792,2,2,3381,1908,1,2024-02-09,3b29b9b9,3,201.76,2.26,2,623
P-7845,North Martha,Apartment,610907,1,2,2002,1941,0,2024-10-02,25ae492c,5,258.71,3.46,5,51
P-7846,Ambermouth,Apartment,687019,2,4,3775,1925,0,2022-11-14,1fbe8208,1,206.22,1.68,2,523
P-7847,Mccartyview,House,345477,5,4,2712,2008,1,2024-11-09,f775b319,3,64.45,2.46,3,691
P-7848,Suefort,Apartment,360941,2,4,2611,1940,1,2024-08-27,2e929d41,1,237.32,0.84,4,36
P-7849,Beckychester,Condo,68085,5,2,1584,1997,1,2023-12-04,6b2be5fe,1,395.4,1.25,2,507
P-7850,Lake Eric,House,293802,4,3,3698,1924,1,2022-06-15,cd7f5ee6,5,223.2,1.6,1,65
P-7851,Michaelstad,Apartment,172552,1,1,1855,1928,1,2022-12-20,85f38240,0,438.89,3.52,3,719
P-7852,South Sarahbury,Condo,611926,4,4,618,1948,0,2024-10-13,34982b45,4,10.21,0.78,3,458
P-7853,Katherinefort,Apartment,839576,2,3,690,1990,1,2022-04-14,7ac61c00,0,354.68,1.76,2,332
P-7854,North Michael,Apartment,814953,5,4,4938,1944,1,2023-01-10,84c34d6f,0,227.95,0.88,4,626
P-7855,West Meredithhaven,Condo,119873,3,3,1997,1999,1,2023-08-06,ecf485eb,2,491.32,4.7,5,105
P-7856,Westville,Condo,348352,1,4,4029,1986,1,2024-07-21,89f29fdd,5,253.18,3.69,1,730
P-7857,North Adammouth,House,521704,5,1,4099,2006,0,2022-01-03,10e0f47e,4,398.05,3.52,3,678
P-7858,Jonathanport,Apartment,1021030,2,1,3107,1915,1,2022-10-07,da76e6e4,5,36.82,1.28,2,564
P-7859,Lake Kathleentown,House,720980,4,2,4553,1929,1,2023-08-13,41ed69b0,5,94.71,2.85,1,550
P-7860,Port Mariachester,Apartment,577803,2,4,4786,2003,1,2022-11-17,ba6a92ef,0,17.23,1.06,1,298
P-7861,East Amyfurt,Apartment,353002,5,3,2332,1939,0,2023-12-31,baec27d7,5,65.68,3.21,5,12
P-7862,West Anna,House,596532,1,3,2006,1995,0,2023-12-12,06a583b5,5,59.81,0.39,5,621
P-7863,New Markmouth,Apartment,664950,2,2,2034,1957,1,2023-03-31,d505ff30,3,217.7,1.8,5,48
P-7864,Ortizhaven,House,607395,2,3,1535,1998,1,2024-08-26,c13b0860,0,16.66,3.12,3,458
P-7865,Markville,House,516283,2,1,4564,1903,0,2022-12-19,8fb8b151,2,9.37,3.18,3,701
P-7866,Williammouth,House,744664,3,3,1460,2020,0,2023-04-13,479a3554,5,455.44,1.89,5,700
P-7867,South Cassandramouth,House,157933,1,4,2892,1916,1,2022-12-03,cce22793,2,77.42,1.62,1,46
P-7868,Murrayland,Apartment,1011904,4,3,3261,1953,0,2023-03-24,a226fdfb,1,462.48,0.94,3,147
P-7869,Pamelamouth,House,952489,1,1,1134,2023,1,2022-07-22,7d0d06f5,1,449.61,4.3,5,172
P-7870,Jonesburgh,Condo,493781,1,4,2392,2022,0,2023-12-02,88caffd8,3,387.69,0.85,5,269
P-7871,Katieview,Apartment,972190,2,2,3089,1988,1,2023-04-22,ae0b5aa2,1,323.78,1.2,5,503
P-7872,Kellyview,House,1050174,2,3,2888,1996,0,2023-09-03,19ebfcbe,5,419.37,1.06,5,225
P-7873,Port Rachaelbury,Condo,755979,1,3,4601,1970,0,2024-02-25,60b19981,4,362.55,1.51,5,636
P-7874,North Deborahtown,Condo,356869,2,4,3142,1903,1,2022-09-10,a7cdba33,5,472.67,0.99,5,207
P-7875,East John,Condo,174530,5,1,4241,1947,1,2022-09-18,c0220ab3,1,294.72,3.54,4,98
P-7876,Thomaston,Condo,396608,2,4,2029,1947,0,2022-06-12,6ca2839a,2,0.65,0.23,1,494
P-7877,Davisbury,Condo,390966,2,2,1305,2015,1,2023-11-20,cb5aaf29,2,342.04,1.01,5,635
P-7878,East Russell,House,1025372,2,4,1413,1961,1,2024-02-22,fd8b12a5,1,361.78,4.11,2,498
P-7879,Rivastown,Condo,1025061,2,3,1525,1942,0,2022-02-20,7bfaa552,5,18.21,4.82,2,584
P-7880,Smithside,House,963212,4,4,534,1958,1,2022-06-20,4b44b290,1,22.72,3.01,5,77
P-7881,Perryland,Apartment,1020528,1,2,908,1974,1,2023-03-20,e4097e74,1,194.83,3.38,5,56
P-7882,South Johnfurt,Apartment,780252,2,2,2616,1931,0,2023-04-15,7cc8d176,4,464.52,2.39,1,260
P-7883,Lake Danielshire,Apartment,957735,1,1,1782,1946,1,2023-09-20,a2663655,3,302.88,1.63,2,138
P-7884,New Christopherville,Apartment,701403,1,3,652,1982,0,2024-02-03,5ff84f49,2,141.56,1.55,5,316
P-7885,South Loriton,Apartment,195330,3,4,2353,1958,0,2023-07-23,7275285c,3,73.03,3.04,4,681
P-7886,North Cheryl,Apartment,1005371,1,2,5000,1945,0,2023-04-08,729b17bf,2,436.43,4.7,4,46
P-7887,East Karenmouth,House,652105,2,3,4892,1974,0,2022-06-13,8cf3de0c,3,384.12,1.17,1,483
P-7888,Bishopfort,Condo,214122,2,3,1269,1965,0,2022-01-16,ff7313a9,3,438.88,1.21,2,685
P-7889,East Jacob,Apartment,384595,2,2,2588,1913,0,2023-10-15,3dc16fec,5,257.91,0.85,4,661
P-7890,New Christopherhaven,House,1027642,3,2,3020,1908,0,2024-05-16,6edb8ee8,4,497.64,4.25,4,238
P-7891,Allenchester,Condo,517886,2,2,4081,1918,0,2024-09-12,79522564,2,44.23,0.6,4,636
P-7892,West Daniellehaven,Condo,595857,5,2,1012,2010,0,2023-08-06,b0e3a8f6,0,8.69,0.59,3,728
P-7893,North Jennifer,Apartment,349533,3,3,2924,2002,1,2022-09-10,0a004c73,1,411.73,0.46,1,653
P-7894,Taylorside,Apartment,760058,5,2,3125,1948,1,2024-06-08,4cea975a,2,231.67,4.67,5,104
P-7895,Woodhaven,Apartment,1022940,2,1,4921,2003,0,2023-08-14,30bb0d24,1,493.35,0.87,3,142
P-7896,Laneborough,House,1028945,1,1,3535,1986,0,2023-05-11,ba0368e3,5,66.68,2.66,4,586
P-7897,East Darin,House,281743,4,2,2691,1962,1,2022-12-16,7821a430,0,32.84,4.13,3,610
P-7898,Robertville,Apartment,214172,4,3,842,1934,1,2022-05-28,3d737c4e,4,177.23,1.29,4,434
P-7899,New Emily,Apartment,1066016,1,1,3010,1929,0,2022-11-07,5502072d,1,336.7,2.44,4,248
P-7900,Davidshire,Condo,764178,5,4,4504,1995,1,2022-06-23,03a30b30,2,476.24,1.1,1,269
P-7901,Port Tonimouth,Condo,548663,5,3,3729,1996,0,2024-10-21,301d9376,5,299.6,1.38,4,579
P-7902,West Daniel,House,380230,4,1,925,1921,0,2023-09-23,df7305ec,5,248.97,3.56,3,507
P-7903,Taylormouth,Apartment,489768,2,2,1731,2018,1,2022-01-18,b06e94ce,3,101,2.14,4,393
P-7904,East Pamelaview,Condo,950078,2,2,4508,1914,1,2023-11-28,083800cc,2,402.88,0.98,5,271
P-7905,Richardland,Condo,816213,5,3,1207,1977,0,2022-04-15,013b3ba4,2,471.24,1.59,3,185
P-7906,North Kaylaport,House,219403,3,3,4262,1991,1,2024-03-07,13bdbad6,4,488.37,2.29,1,230
P-7907,South James,Condo,683608,5,4,2474,2002,0,2023-07-16,b07154ca,5,52.72,2.37,4,601
P-7908,Josephberg,Condo,950005,3,4,4351,1919,0,2023-07-03,1f26eec2,1,120.16,3.47,4,637
P-7909,Brownchester,Condo,197672,5,3,4508,1910,0,2024-02-06,51d21289,5,284.27,4.1,1,108
P-7910,Alexstad,Apartment,1053695,5,2,4337,1933,0,2022-12-03,ec50a6f5,4,118.53,4.43,1,237
P-7911,Lake Kyleshire,Condo,751737,2,2,4407,1978,0,2023-01-30,91e627b5,1,43.62,0.66,3,487
